_id,keywords
{ "$oid" : "515edfe1dcd7f3713e0004ca" }," alaska cheerlead hold tryout april season head coach nbsp heather pyland nbsp announc alaska cheerlead team will hold nbsp offici tryout member alaska nanook cheer squad third week april"
{ "$oid" : "515edfe1dcd7f3713e0004cb" }," nomin nanook hall fame accept april 30 alaska nanook depart athlet accept nomin nanook hall fame class 2013 submiss april 30 consid induct"
{ "$oid" : "515edfe1dcd7f3713e0004cc" }," wcha announc playoff site format unveil revis confer logo western collegi hockey associ alaska nanook hockey program will join season announc playoff format championship site year unveil newer revis confer logo press confer saturday afternoon xcel energi center"
{ "$oid" : "515edfe1dcd7f3713e0004cd" }," heller histor championship ride swimmer journey top bent heller alaska nanook swimmer program histori nation champion captur titl 100 yard backstrok 2013 ncaa divis ii swim dive championship amaz swim championship final second time swum event colleg swimmer time preliminari heat hour earlier"
{ "$oid" : "515edfe1dcd7f3713e0004ce" }," henderson odegard recipi ccha major award alaska hockey senior nbsp adam henderson nbsp whitehors yukon busi administr nbsp kaar odegard nbsp red deer alberta busi financ honor best central collegi hockey associ annual ccha award friday night insid detroit histor fox theatr"
{ "$oid" : "515edfe1dcd7f3713e0004cf" }," alaska cheerlead sixth place usa collegi championship alaska cheerlead team impress nation complet sixth 19th annual unit spirit associ collegi championship held anaheim convent center"
{ "$oid" : "515edfe7dcd7f3713e0004d0" }," shawne north communiti ctr 300 ne 43rd 9 30 12 30 pm"
{ "$oid" : "515edfe7dcd7f3713e0004d1" }," fairlawn plaza shop center sw 21st fairlawn 9 30 1 00 pm"
{ "$oid" : "515edfe7dcd7f3713e0004d2" }," mike iga ne sardou forest 2 00 pm 7 30 pm"
{ "$oid" : "515edfe8dcd7f3713e0004d3" }," velma pari communiti ctr 6715 sw westview 2 30 pm 7 30 pm"
{ "$oid" : "515edfebdcd7f3713e0004d4" }," crime news april 5th summari crime news tynesid kingston park cramlington morpeth"
{ "$oid" : "515edfebdcd7f3713e0004d5" }," mileston newcastl chariti offic mea hous newcastl citi centr celebr 40 year provid offic chariti"
{ "$oid" : "515edfebdcd7f3713e0004d6" }," durham mp unhappi region main rail pat glass durham north west mp rais concern privatis region main rail french train consortium consid bid servic"
{ "$oid" : "515edfebdcd7f3713e0004d7" }," northumbria univers offer cut price swim northumbria univers offer newcastl resid cut price swim sport central pool closur citi pool"
{ "$oid" : "515edfebdcd7f3713e0004d8" }," north east businessmen offer 30 000 reward return stolen good lord mayor hous freddi shepherd graham wyli offer 30 000 reward return prize item stolen newcastl lord mayor hous"
{ "$oid" : "515edfebdcd7f3713e0004d9" }," galleri pictur friday april 5 queen visit maltes factori south korea militari exercis soldier danc gangnam style"
{ "$oid" : "515edfebdcd7f3713e0004da" }," communiti news april 5th summari communiti news newcastl gosforth bedlington gateshead blyth"
{ "$oid" : "515edfebdcd7f3713e0004db" }," children young famili pack stori meet bestsel author best sell author children laureat julia donaldson delight young bookworm special storytel session tynesid"
{ "$oid" : "515edfebdcd7f3713e0004dc" }," fellow firefight militari challeng memori colleagu rob wright push extrem firefight complet toughest militari challeng memori colleagu rob wright"
{ "$oid" : "515edfebdcd7f3713e0004dd" }," newcastl dad despair heroin addict son rob heroin addict stole 7 000 cash psychotherapist father help addict"
{ "$oid" : "515edfebdcd7f3713e0004de" }," pension bodi recov north sea name man bodi recov north sea name wallsend pension william mcintosh"
{ "$oid" : "515edfebdcd7f3713e0004df" }," will labour list replac mp david miliband lead educ chariti director david walker hope parti nomin"
{ "$oid" : "515edfebdcd7f3713e0004e0" }," morn news headlin april 5 2013 latest stori morn friday april 5"
{ "$oid" : "515edfebdcd7f3713e0004e1" }," schoolboy 15 arrest racist attack newcastl unit fifteen year schoolboy arrest connect vile racist attack newcastl unit"
{ "$oid" : "515edfebdcd7f3713e0004e2" }," cyclist boost 1 3m improv scheme announc newcastl 1 3m cycl improv scheme newcastl announc plan citywid strateg cycl rout"
{ "$oid" : "515edfebdcd7f3713e0004e3" }," newcastl unit fan live live dream lisbon benfica result leav newcastl unit hope hang thread toon armi great time"
{ "$oid" : "515edfebdcd7f3713e0004e4" }," newcastl weather forecast friday april 5 bright spell cold breez wintri shower"
{ "$oid" : "515edfebdcd7f3713e0004e5" }," doubl decker bus roof rip crash metro bridg doubl decker bus roof rip crash metro bridg perci main north tynesid"
{ "$oid" : "515edfebdcd7f3713e0004e6" }," frozen death film maker die creat documentari live street film maker heaton die creat documentari sleep rough street"
{ "$oid" : "515edfebdcd7f3713e0004e7" }," thousand newcastl unit fan 1 600 mile lisbon trip 3 200 support will journey contin wit magpi fixtur benfica"
{ "$oid" : "515edfebdcd7f3713e0004e8" }," replay benfica 3 newcastl unit 1 reliv newcastl unit european travel portug benfica estadio da luz lisbon"
{ "$oid" : "515edfebdcd7f3713e0004e9" }," friend chariti parti memori jazz man keith crombi jazz refuge head newcastl art centr parti spirit lost friend keith crombi"
{ "$oid" : "515edfebdcd7f3713e0004ea" }," pothol map north east road help chronicl locat pothol north east ll plot map"
{ "$oid" : "515edfebdcd7f3713e0004eb" }," counti durham student grade report level educ achiev pupil counti durham primari secondari school continu improv"
{ "$oid" : "515edfebdcd7f3713e0004ec" }," south tynesid famili invit discov local wildlif south tynesid council organis free three mile walk station burn local natur reserv famili explor local wildlif"
{ "$oid" : "515edfecdcd7f3713e0004ed" }," correspond report full program 31 03 2013 correspond report abc oversea report interpret analys week major event offer percept observ countri region base"
{ "$oid" : "515edfeedcd7f3713e0004ee" }," billion lost uncertifi bottl water compani challeng incapacit standard bodi fund lack expertis term facil human resourc futur bleak"
{ "$oid" : "515edfeedcd7f3713e0004ef" }," wb uganda licens reduc cost busi length time investor acquir licenc licens committe submit report identifi 780 licenc sector rais cost busi"
{ "$oid" : "515edfeedcd7f3713e0004f0" }," kcb uganda post growth perform loan increas time bank perform loan asset rose shs7 5 billion year shs5 4 billion 2011 bad debt written increas shs189 shs2 1 billion"
{ "$oid" : "515edfeedcd7f3713e0004f1" }," diseas rais intern coffe price current epidem consid region worst record abnorm rain late 2012 coupl inadequ control measur high cost fungicid"
{ "$oid" : "515edfeedcd7f3713e0004f2" }," region granit firm widen footprint uganda high float chines import granit product ugandan market reason eagi widen footprint uganda"
{ "$oid" : "515edfeedcd7f3713e0004f3" }," opposit parti learn solv differ amic instanc democrat parti publicist kenneth paul kakand suspend parti presid norbert mao parti youth elect despit mao shouldn"
{ "$oid" : "515edfeedcd7f3713e0004f4" }," elector reform readi 2016 general elect arrang citizen opportun submit name chairperson commission elector commiss judici servic commiss"
{ "$oid" : "515edfeedcd7f3713e0004f5" }," hospit secur help curb theft catch diseas facil curb vice full firm control facil"
{ "$oid" : "515edfeedcd7f3713e0004f6" }," lesson uganda devolut kenya bigger popul polit monopoli parti ugli head corrupt will increas visibl"
{ "$oid" : "515edfeedcd7f3713e0004f7" }," secess talk idl talk focus unit ugandan anywar answer question pose ssebaana 1958 altern basoga seced uganda jigger"
{ "$oid" : "515edfeedcd7f3713e0004f8" }," bring koni crimin justic live nightmar year koni video lord resist armi lra realiti million american 20 year torment terroris children uganda drc central african republ south sudan"
{ "$oid" : "515edfeedcd7f3713e0004f9" }," rush public order bill speaker power manag affair hous weighti author respons ensur law make process fair transpar"
{ "$oid" : "515edfeedcd7f3713e0004fa" }," uganda welcom shs13b offer koni hunt lra accus commit war crime includ rape murder enlist children sex slave fighter well plunder"
{ "$oid" : "515edfeedcd7f3713e0004fb" }," museveni brother land row famili jinja accus presid brother threaten evict land"
{ "$oid" : "515edfeedcd7f3713e0004fc" }," heart oper referr cost ugandan billion countri report lose estim 20 shs50 billion annual travel heart patient seek treatment abroad oper carri local cost 4"
{ "$oid" : "515edfeedcd7f3713e0004fd" }," ura refund shs30b fuel compani court document indic major firm receiv 70 cent disput sum firm receiv penni ura"
{ "$oid" : "515edfeedcd7f3713e0004fe" }," fr musaala plan comeback suspend cleric appeal faith rais money afloat urg send email archbishop lwanga lift suspens"
{ "$oid" : "515edfefdcd7f3713e0004ff" }," kadaga postpon debat marriag bill three month second time month debat bill suspend consult"
{ "$oid" : "515edfefdcd7f3713e000500" }," debat public order bill warn allow request set preced mps futur rush court parliament process happi proceed incapacit hous"
{ "$oid" : "515edfefdcd7f3713e000501" }," rebel mps fate await museveni decis daili monitor independ verifi offici sourc report committe disciplin decid suspend parti activ period time fire parti"
{ "$oid" : "515edfefdcd7f3713e000502" }," salini lose shs60b london appeal northern bypass tribun contractor decis suspend work 2008 justifi term contract"
{ "$oid" : "515edfefdcd7f3713e000503" }," ldc staff member sack ldc current spotlight fall academ standard manipul final examin part blame unscrupul staff report conniv student"
{ "$oid" : "515edfefdcd7f3713e000504" }," govern tabl bill outlaw miniskirt anti pornographi bill ban public sleazi materi propos restrict reveal cloth cultur practic"
{ "$oid" : "515edfefdcd7f3713e000505" }," kcca mum fate close school student school retriev money paid school close"
{ "$oid" : "515edfefdcd7f3713e000506" }," rvr refus sell good investor close month evict emerg employe forcibl evict compens resettl"
{ "$oid" : "515edff0dcd7f3713e000507" }," term compulsori militari servic decreas parliament pass bill decreas term 15 12 month"
{ "$oid" : "515edff0dcd7f3713e000508" }," parliament confirm judici council bill bill oppos unm pass three month discuss"
{ "$oid" : "515edff0dcd7f3713e000509" }," georgian minist defens visit hungari alasania met hungarian counterpart csaba hend april 4"
{ "$oid" : "515edff0dcd7f3713e00050a" }," juri trial bill pass read bill depriv defend upper hand choos trial juri judg"
{ "$oid" : "515edff0dcd7f3713e00050b" }," govt plan tripl miner water extract fee borjomi produc plan blow competit export market"
{ "$oid" : "515edff0dcd7f3713e00050c" }," bill judici council pass second read parliament expect confirm bill third final read friday"
{ "$oid" : "515edff0dcd7f3713e00050d" }," interior ministri gyla row batumi incid interior ministri accus cover alleg wrongdo adjara polic chief"
{ "$oid" : "515edff0dcd7f3713e00050e" }," amend elect code pass read amend envisag hold elect fill vacant citi council seat june"
{ "$oid" : "515edff0dcd7f3713e00050f" }," mps discuss revis bill judici council bill revert stage second read revis"
{ "$oid" : "515edff0dcd7f3713e000510" }," constitut amend pass unanim amend pass read 135 vote"
{ "$oid" : "515edff4dcd7f3713e000511" }," korea protest japan foreign polici paper polit govern protest japan approv annual foreign polici paper territori claim south korea dokdo islet"
{ "$oid" : "515edff4dcd7f3713e000512" }," nk hide missil east sea polit north korea report load intermedi rang missil mobil launcher hidden unidentifi facil east coast"
{ "$oid" : "515edff4dcd7f3713e000513" }," state provis nation pension stipul polit rule camp decid april extraordinari parliamentari session will revis nation pension law stipul state provis nation pension"
{ "$oid" : "515edff4dcd7f3713e000514" }," confirm hear report adopt maritim affair minist nomine polit parliamentari committe ocean fisheri fail adopt confirm hear report maritim affair minist nomine yoon jin sook"
{ "$oid" : "515edff4dcd7f3713e000515" }," busan enhanc quarantin effort prevent avian influenza domest busan nation quarantin station enhanc quarantin effort china report human infect strain avian influenza"
{ "$oid" : "515edff4dcd7f3713e000516" }," organ agre combat distort korean histori cultur nation institut cultur heritag northeast asian histori foundat sign agreement counter neighbor countri attempt distort korean histori"
